station_id,name,lat,lon,capacity
1991,71 - Medaglie D'Oro 2,45.4518635297906,9.202967584133148,18
1958,38 - XXIV Maggio,45.4522247942485,9.179578721523285,18
1989,69 - S. Nazaro in Brolo,45.45832642709111,9.192578047513962,24
1988,68 - Rotonda della Besana,45.46064235352821,9.205601513385773,24
1987,67 - Repubblica,45.47916538575382,9.196544787701555,24
1986,66 - Cavour,45.47299172768571,9.196382761001587,27
1985,65 - Bertarelli,45.4585296153456,9.187534153461456,24
1984,64 - Diaz,45.462064033133124,9.189676433752538,39
1983,63 - Sant'Ambrogio,45.4622188599169,9.174621999263763,30
1982,62 - Treves,45.475071950022084,9.186791181564331,24
1981,61 - Augusto,45.4630080516828,9.197395017426606,30
1980,60 - Edison,45.464333341035186,9.183642268180847,24
1979,59 - Palestro 2,45.47241384829141,9.201564431455381,24
1978,58 - Sant'Agostino,45.458892718458515,9.169555306434631,24
1977,57 - Brera,45.471833395352945,9.1876361926534,24
1976,56 - Bastioni di Porta Venezia,45.4759427617077,9.20055091381073,24
1975,55 - Cinque Giornate,45.4626515448913,9.20689970254898,24
1974,54 - Sant'Eustorgio- P.ta Ticinese,45.45520137476789,9.180753529071808,30
1973,53 - Palestro 1,45.472245934784354,9.201911111031421,24
1972,52 - Vittor Pisani,45.4805956397186,9.199357330799103,24
1971,51 - Santa Maria delle Grazie,45.4666057554561,9.169812798500061,24
1970,50 - Beccaria,45.4643634398381,9.194864630699158,24
1969,49 - Meda,45.4664684349997,9.192995131015778,24
1968,48 - Gorizia 2,45.45224925477916,9.177871495485306,15
1967,47 - Gorizia 1,45.452343333644464,9.1777803003788,24
1966,46 - Porta Nuova,45.479943056307675,9.192852973937988,24
1965,45 - Cantù,45.4642129456631,9.18670803308487,21
1964,44 - Richini,45.4593686998265,9.192933440208435,24
1963,43 - Festa del Perdono,45.46143437477778,9.194851219654083,24
1962,42 - San Pietro all'Orto,45.4661448841087,9.195663928985596,24
1961,41 - Conciliazione,45.46769113962029,9.16696697473526,18
1960,40 - Morozzo della Rocca,45.4638780946823,9.168863296508789,24
1959,39 - XXV Aprile,45.4801818989517,9.186678528785706,24
1957,37 - Italia - San Martino,45.45302634150112,9.186992347240448,24
1956,36 - San Vito,45.4592313617415,9.183764308691025,27
1955,35 - Torino - Carrobbio,45.46046551115969,9.181896150112152,21
1954,34 - Cairoli,45.4677475715009,9.182230085134506,27
1953,33 - Triennale,45.471954299005574,9.173619247928201,36
1952,32 - Manin - Bastioni,45.47685117510771,9.198283106088638,30
1950,30 - Crocetta,45.45614587001081,9.195739030838013,18
1949,29 - San Pietro in Gessate,45.4623862905834,9.201283156871796,27
1948,28 - San Giovanni sul Muro,45.467508676152804,9.18142944574356,24
1947,27 - Porta Venezia,45.47466193035721,9.204601049423218,24
1946,26 - Centrale 2,45.4845899624971,9.204303324222565,24
1945,25 - Centrale 1,45.48545592591419,9.202571958303452,24
1944,24 - Tricolore,45.4677795495416,9.205842912197113,27
1943,23 - Regina Margherita,45.4582342395861,9.20530915260315,24
1942,22 - Medaglie D'Oro 1,45.4515963431301,9.203495979309082,21
1941,21 - Università Bocconi,45.448721184042824,9.190414845943451,24
1940,20 - Erculea,45.4590902606207,9.189717471599579,27
1938,18 - Tommaseo,45.469401000526105,9.166556596755981,24
1937,17 - Legnano Arena civica,45.47712764584451,9.180986881256104,18
1936,16 - Moscova,45.4775338860989,9.18455958366394,24
1935,15 - Cantore,45.455792156513695,9.172779321670532,24
1934,14 - San Barnaba H Mangiagalli,45.45950603757711,9.198394417762756,21
1933,13 - Senato,45.4704317827007,9.197570979595184,18
1932,"12 - San Lorenzo - ""Colonne""",45.45859922596811,9.18145626783371,30
1931,11 - Castello - Acquario civico,45.47253372990461,9.17932391166687,18
1930,10 - Missori,45.4613233795961,9.188346862792969,24
1929,9 - S. Stefano,45.4623797062408,9.195329993963242,18
1927,7 - Santa Maria Beltrade,45.4627662999143,9.18682873249054,30
1926,6 - San Giorgio,45.4608746934565,9.18361410498619,24
1925,5 - Università Cattolica,45.4630672955861,9.17644590139389,24
1924,4 - Lanza,45.4722976762067,9.18194442987442,24
2008,88 - Beatrice d'Este - Cassolo,45.45222855740771,9.197477102279663,24
2009,89 - Patellani,45.45149584232627,9.194208036255873,24
1999,79 - Baracca,45.466436456215305,9.165100157260895,36
1998,78 - Aquileia,45.4608605837716,9.16335940361023,24
1923,3 - Cadorna 1,45.4679573094956,9.175646603107452,21
1994,74 - Dante - San Tomaso,45.467059098697085,9.184052646160126,15
1992,72 - Cardinal Ferrari,45.4566068231002,9.19266790151596,21
1990,70 - Fatebenefratelli,45.4731290322501,9.189996421337128,30
